Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
Mexico,Contla,190,1,Good,35,Good,3,Good,190,L3,481.5712792,-3.127821319,L3,Unhealthy
Russian Federation,Uspenskoye,44,1,Good,44,Good,1,Good,23,L0,126.4947706,0.534169081,L0,Good
Nigeria,Bauchi,91,2,Good,40,Good,0,Good,91,L1,242.3573,10.35782463,L1,Moderate
United States of America,Galena Park,104,2,Good,9,Good,12,Good,104,L2,277.8210839,16.37734824,L2,Unhealthy for Sensitive Groups
Belgium,La Louviere,73,1,Good,,Good,6,Good,73,L1,166.3069863,0.265286421,L1,Moderate
Ukraine,Mala Vyska,44,1,Good,35,Good,0,Good,44,L0,119.2214369,1.145371514,L0,Good
South Africa,Cape Town,149,2,Good,15,Good,4,Good,149,L2,368.5150951,5.769993497,L2,Unhealthy for Sensitive Groups
India,Katras,183,3,Good,132,Unhealthy for Sensitive Groups,2,Good,183,L3,453.2984777,1.935186043,L3,Unhealthy
Russian Federation,Vasilyevo,38,1,Good,36,Good,1,Good,38,L0,100.9417647,4.180793748,L0,Good
United States of America,Leawood,70,2,Good,26,Good,10,Good,70,L1,169.8003128,7.169215495,L1,Moderate
Germany,Uslar,32,0,Good,29,Good,1,Good,32,L0,87.31445923,2.419463097,L0,Good
Italy,Locorotondo,49,1,Good,49,Good,3,Good,27,L0,106.9083952,7.06156305,L0,Good
Italy,Ovada,64,1,Good,32,Good,3,Good,64,L1,151.2986226,6.100914906,L1,Moderate
Spain,La Puebla Del Rio,43,1,Good,43,Good,0,Good,19,L0,108.9629496,10.1203023,L0,Good
United Kingdom of Great Britain and Northern Ireland,Falmouth,78,0,Good,37,Good,0,Good,78,L1,205.2283549,-0.055279036,L1,Moderate
Mexico,Tuxtla,47,1,,20,Good,1,Good,47,L0,107.5486034,3.538795704,L0,Good
United States of America,Forest City,48,1,Good,,Good,11,Good,48,L0,122.0955852,-3.559369214,L0,Good
India,Nihtaur,166,3,Good,166,Unhealthy,1,Good,140,L2,415.8872008,11.10708175,L2,Unhealthy
Uganda,Buwenge,118,3,Good,16,Good,1,Good,118,L2,297.5874235,7.528776755,L2,Unhealthy for Sensitive Groups
Italy,Trebaseleghe,78,2,Good,23,Good,9,Good,78,L1,192.668438,11.59083334,L1,Moderate
Brazil,Dores Do Indaia,36,1,Good,23,Good,0,Good,36,L0,88.81016549,6.701038406,L0,Good
Switzerland,Luzern,41,1,Good,22,Good,3,Good,41,L0,112.5596555,3.489483001,L0,Good
India,Nongstoin,74,2,Good,19,Good,3,Good,74,L1,170.3131786,-2.481207363,L1,Moderate
United States of America,Shorewood,48,1,Good,29,Good,1003.063334,Good,48,L0,115.5395998,3.951864279,L0,Good
Pakistan,Garhi Khairo,171,1,Good,44,Good,3,Good,171,L3,429.1125699,-6.034225441,L3,Unhealthy
Brazil,Areado,44,1,Good,22,Good,0,Good,44,L0,106.6852133,12.5811979,L0,Good
United States of America,Burnsville,53,1,Good,43,Good,2,Good,53,L1,130.2961164,-4.707176113,L1,Moderate
Spain,Fuengirola,36,1,Good,26,Good,1003.063334,Good,36,L0,103.1768631,-2.806394619,L0,Good
Spain,Salobrena,35,1,Good,24,Good,4,Good,35,L0,100.4477404,2.388018399,L0,Good
United States of America,Rowland Heights,138,4,Good,3,Good,33,Good,138,L2,336.2997337,6.340655806,L2,Unhealthy for Sensitive Groups
China,Shaping,207,5,Good,207,Very Unhealthy,4,Good,154,L3,512.2356589,17.04562117,L3,Very Unhealthy
Armenia,Vagharshapat,60,1,Good,41,Good,0,Good,60,L1,143.7051442,-2.889661095,L1,Moderate
Australia,Kawana Waters,33,0,Good,28,Good,1,Good,33,L0,89.5335946,3.985387997,L0,Good
Netherlands,Rijnsburg,40,1,Good,27,Good,5,Good,40,L0,105.2308066,5.605910835,L0,Good
Hungary,Sajoszentpeter,88,1,Good,,Good,2,Good,88,L1,221.292294,2.896948305,L1,Moderate
Brazil,Boquim,23,0,Good,,Good,1003.063334,Good,23,L0,66.77676771,-3.07731313,L0,Good
Russian Federation,Bologoye,27,0,Good,27,Good,0,Good,22,L0,70.69864396,0.564482401,L0,Good
Brazil,Aguas Vermelhas,19,0,Good,7,Good,1,Good,19,L0,61.07322192,4.848221561,L0,Good
Belgium,Tournai,38,1,Good,26,Good,3,Good,38,L0,77.74064582,-5.360855504,L0,Good
United States of America,Reynoldsburg,48,1,Good,48,Good,3,Good,29,L0,113.2988697,3.759617318,L0,Good
France,Beauvais,30,0,Good,28,Good,1,Good,30,L0,89.94868694,4.30771919,L0,Good
China,Zhuzhou,80,3,Good,32,Good,7,Good,80,L1,194.8433677,6.258172037,L1,Moderate
Germany,Oranienburg,36,1,Good,26,Good,2,Good,36,L0,98.14971872,-1.647096329,L0,Good
Cameroon,Lagdo,64,2,Good,15,Good,0,Good,64,L1,189.5236991,-0.054021023,L1,Moderate
United States of America,Beatrice,43,1,Good,43,Good,1,Good,37,L0,129.68364,0.250430514,L0,Good
India,Lalganj,204,4,Good,,Unhealthy,2,Good,204,L4,516.9731341,6.695175209,L4,Very Unhealthy
Italy,Selargius,67,1,Good,67,Moderate,1,Good,28,L0,179.3843652,-0.611501123,L0,Moderate
Philippines,Teresa,65,1,Good,25,Good,2,Good,65,L1,175.7612863,-10.96165835,L1,Moderate
Spain,Villena,29,1,Good,29,Good,1,Good,22,L0,85.72988592,8.210476209,L0,Good
France,Le Chambon Feugerolles,32,1,Good,22,Good,2,Good,32,L0,90.99262825,-2.987014848,L0,Good
China,Loudi,99,4,Good,99,Moderate,5,Good,97,L1,238.019861,4.597045278,L1,Moderate
United States of America,Laguna Woods,64,2,Good,14,Good,19,Good,64,L1,152.3902524,10.67256333,L1,Moderate
Italy,San Giustino,39,1,Good,39,Good,2,Good,37,L0,87.60715736,0.567534418,L0,Good
United States of America,White Bear Lake,51,1,Good,30,Good,1,Good,51,L1,127.7901019,5.869525621,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Dawlish,37,1,Good,31,Good,1,Good,37,L0,112.9764077,3.552327182,L0,Good
Italy,Monteroni Di Lecce,56,1,Good,56,Moderate,1,Good,15,L0,141.9842019,1.915424918,L0,Moderate
Italy,Ariccia,53,2,Good,39,Good,7,Good,53,L1,159.4344955,1.976038403,L1,Moderate
United States of America,Meridian,52,2,Good,30,Good,3,Good,52,L1,120.9133673,14.30956122,L1,Moderate
United States of America,Wentzville,70,1,Good,27,Good,7,Good,70,L1,175.0388602,4.411862515,L1,Moderate
United States of America,Westfield,47,1,Good,,Good,2,Good,34,L0,130.6831374,-3.168155453,L0,Good
United States of America,Hope,60,2,Good,28,Good,6,Good,60,L1,158.3505803,-3.573441752,L1,Moderate
Russian Federation,Krasnokumskoye,43,1,Good,43,Good,1,Good,31,L0,111.7087778,1.562758577,L0,Good
Germany,Hochst,62,1,,42,Good,2,Good,62,L1,152.4402471,-0.792644453,L1,Moderate
United States of America,Country Club,153,4,Good,4,Good,20,Good,153,L3,391.1901644,13.09717036,L3,Unhealthy
United States of America,Barrington,61,2,Good,22,Good,19,Good,61,L1,171.9011012,-1.574314042,L1,Moderate
India,Dumka,85,2,Good,85,Moderate,1,Good,61,L1,215.6471234,5.949381918,L1,Moderate
Netherlands,Waalwijk,40,1,Good,40,Good,0,Good,39,L0,106.7942952,5.407391677,L0,Good
,Carpinteria,50,1,Good,22,Good,7,Good,50,L0,130.317839,-0.275833355,L0,Good
Brazil,Passira,23,0,Good,,Good,0,Good,19,L0,68.96006187,5.202427818,L0,Good
United States of America,Friendly,41,1,Good,30,Good,8,Good,41,L0,99.29317682,5.086280235,L0,Good
Indonesia,Lhokseumawe,88,2,Good,21,Good,2,Good,88,L1,221.7220494,6.068662899,L1,Moderate
Netherlands,Helmond,48,1,Good,39,Good,1,Good,48,L0,134.3650661,1.440712258,L0,Good
Brazil,Eloi Mendes,51,1,Good,7,Good,4,Good,51,L1,139.4822331,10.89198434,L1,Moderate
India,Narnaul,497,1,Good,41,Good,0,Good,369,L5,1223.025049,-0.295458026,L5,Hazardous
Colombia,Jamundi,69,2,Good,3,Good,6,Good,69,L1,190.5796419,12.24330702,L1,Moderate
Spain,Abaran,47,1,,21,Good,2,Good,47,L0,115.9839965,-2.52542799,L0,Good
Romania,Jilava,58,1,Good,49,Good,0,Good,58,L1,132.6623291,12.62853574,L1,Moderate
United States of America,Fairview,75,2,,,Good,1003.063334,Good,75,L1,196.3632332,1.135047415,L1,Moderate
India,Nirmali,85,3,Good,85,Moderate,0,Good,59,L1,208.383827,3.830948614,L1,Moderate
United States of America,Nesconset,73,2,Good,40,Good,10,Good,73,L1,175.2239218,3.872965241,L1,Moderate
Russian Federation,Yeysk,39,1,Good,39,Good,1,Good,22,L0,106.4627092,14.0051447,L0,Good
Indonesia,Luwuk,18,0,Good,18,Good,0,Good,9,L0,46.12915756,-3.539660635,L0,Good
Peru,Chosica,179,9,Good,5,Good,25,Good,179,L3,433.3835945,13.06538812,L3,Unhealthy
Russian Federation,Kantemirovka,50,1,,41,Good,0,Good,50,L0,122.2150843,5.841686895,L0,Good
Italy,Marino,47,1,Good,43,Good,4,Good,47,L0,126.4876376,4.226152259,L0,Good
Uzbekistan,Dustlik,169,1,,47,Good,0,Good,169,L3,425.1894046,4.718060853,L3,Unhealthy
France,La Celle Saint Cloud,63,1,Good,,Good,7,Good,63,L1,166.7196882,1.961857945,L1,Moderate
United States of America,Huntley,49,1,Good,32,Good,7,Good,49,L0,126.2032695,0.493583307,L0,Good
Brazil,Vinhedo,72,1,Good,30,Good,1,Good,72,L1,180.3553137,5.316798551,L1,Moderate
India,Chittaurgarh,207,1,Good,35,Good,0,Good,207,L4,515.5180033,-0.665571158,L4,Very Unhealthy
Mexico,Progreso Industrial,181,4,Good,24,Good,9,Good,181,L3,467.8630289,9.77424729,L3,Unhealthy
Canada,Saskatoon,32,1,Good,24,Good,2,Good,32,L0,102.9973829,1.338470875,L0,Good
United States of America,El Dorado,79,1,Good,26,Good,3,Good,79,L1,193.9060079,-6.054368565,L1,Moderate
United States of America,Cuyahoga Falls,41,2,Good,33,Good,5,Good,41,L0,103.2018808,8.170474157,L0,Good
Brazil,Rolandia,39,1,Good,14,Good,2,Good,39,L0,94.93649255,3.242669586,L0,Good
Myanmar,Sagaing,26,1,Good,26,Good,0,Good,24,L0,70.69859797,6.51655154,L0,Good
Thailand,Pak Kret,57,1,Good,27,Good,1,Good,57,L1,136.6308631,0.783388077,L1,Moderate
Germany,Merchweiler,63,1,Good,55,Moderate,0,Good,63,L1,171.2616917,4.272216627,L1,Moderate
Russian Federation,Korablino,37,0,Good,32,Good,0,Good,37,L0,104.3332899,-3.823051369,L0,Good
Nigeria,Hadejia,141,4,Good,42,Good,2,Good,141,L2,360.003987,14.91260471,L2,Unhealthy for Sensitive Groups
China,Yanzhou,158,2,Good,158,Unhealthy,2,Good,84,L1,379.8176589,-6.298891108,L1,Unhealthy
Cambodia,Kampong Cham,35,0,Good,19,Good,0,Good,35,L0,91.90345688,2.782527269,L0,Good
Indonesia,Rajapolah,58,1,Good,,Good,0,Good,58,L1,134.8157801,3.34583711,L1,Moderate
Ukraine,Khotyn,75,1,Good,37,Good,1,Good,75,L1,190.1906547,2.765015648,L1,Moderate
Mexico,Tempoal,75,2,Good,,Good,4,Good,75,L1,208.7533031,5.506976472,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Newtownards,28,1,Good,28,Good,2,Good,23,L0,65.59022739,-0.607549823,L0,Good
India,Rahatgarh,174,1,Good,48,Good,0,Good,174,L3,437.753201,10.65635698,L3,Unhealthy
United States of America,Manchester,58,1,Good,,Good,6,Good,58,L1,141.1395975,0.427167214,L1,Moderate
Russian Federation,Kondrovo,36,1,,30,Good,0,Good,36,L0,102.4382963,-3.990045371,L0,Good
Japan,Abiko,39,1,Good,39,Good,2,Good,39,L0,98.78935971,0.265726478,L0,Good
France,Bordeaux,47,0,Good,47,Good,0,Good,16,L0,117.1783144,-2.098544006,L0,Good
China,Harbin,164,5,Good,,Good,17,Good,164,L3,414.3581182,12.71555332,L3,Unhealthy
Germany,Pirna,78,1,,35,Good,2,Good,78,L1,195.740754,8.072777715,L1,Moderate
United Republic of Tanzania,Itigi,22,0,Good,16,Good,0,Good,22,L0,75.78945093,0.780532302,L0,Good
Italy,Carmiano,56,1,Good,56,Moderate,1,Good,16,L0,142.4914534,6.393389188,L0,Moderate
Azerbaijan,Salyan,65,1,Good,40,Good,0,Good,65,L1,172.08994,5.26840595,L1,Moderate
Germany,Detmold,49,1,Good,,Good,0,Good,49,L0,130.0178525,1.316281687,L0,Good
Afghanistan,Baraki Barak,67,0,Good,41,Good,0,Good,67,L1,165.9704984,-1.779296934,L1,Moderate
United States of America,Bound Brook,64,2,Good,,Good,20,Good,64,L1,160.2995785,4.25796188,L1,Moderate
Netherlands,Geldrop,31,1,Good,31,Good,2,Good,31,L0,75.9855745,5.929306746,L0,Good
United States of America,Norco,105,3,Good,15,Good,20,Good,105,L2,256.1362483,11.62994844,L2,Unhealthy for Sensitive Groups
Afghanistan,Taloqan,127,1,Good,29,Good,0,Good,127,L2,322.3377688,1.785300754,L2,Unhealthy for Sensitive Groups
Italy,Melito Di Porto Salvo,94,1,Good,43,Good,0,Good,94,L1,228.0492944,3.153387738,L1,Moderate
India,Siyana,160,3,Good,127,Unhealthy for Sensitive Groups,1,Good,160,L3,398.8547066,15.60348216,L3,Unhealthy
India,Sri Madhopur,283,1,Good,43,Good,0,Good,283,L4,725.7130403,4.790114003,L4,Very Unhealthy
Belgium,Sint Katelijne Waver,51,1,,38,Good,2,Good,51,L1,136.7262862,5.728375084,L1,Moderate
Cabo Verde,Praia,40,0,Good,40,Good,0,Good,27,L0,109.8109767,-2.892219266,L0,Good
Nigeria,Ede,74,2,Good,21,Good,2,Good,74,L1,201.3016469,3.133958078,L1,Moderate
Germany,Gerstetten,61,1,Good,31,Good,2,Good,61,L1,168.5219532,0.749956343,L1,Moderate
Germany,Vilshofen,54,1,Good,,Good,3,Good,54,L1,149.1940843,12.38448723,L1,Moderate
India,Gulaothi,500,1,Good,62,Moderate,2,Good,500,L5,1266.219505,2.706447701,L5,Hazardous
,Luis Correia,22,0,Good,14,Good,0,Good,22,L0,68.81013347,1.119118098,L0,Good
China,Hulan Ergi,113,4,Good,33,Good,9,Good,113,L2,296.0419965,4.523010158,L2,Unhealthy for Sensitive Groups
Colombia,Chinu,60,2,Good,7,Good,5,Good,60,L1,175.449388,0.865588403,L1,Moderate
United States of America,Lake Jackson,25,0,Good,24,Good,2,Good,25,L0,63.29015519,8.663227593,L0,Good
Germany,Ilsede,41,0,Good,28,Good,2,Good,41,L0,114.6299843,5.903153372,L0,Good
Guatemala,Nahuala,89,3,Good,7,Good,11,Good,89,L1,222.6787572,11.08395187,L1,Moderate
Benin,Tchaourou,63,1,Good,34,Good,0,Good,63,L1,155.4570543,0.466985971,L1,Moderate
United States of America,Westport,59,1,Good,24,Good,13,Good,59,L1,153.3286484,-4.781515614,L1,Moderate
Nepal,Kirtipur,151,4,Good,14,Good,4,Good,151,L3,380.1915103,-1.316502749,L3,Unhealthy
Mexico,Zitacuaro,51,1,Good,33,Good,0,Good,51,L1,136.638592,-3.269024226,L1,Moderate
Portugal,Entroncamento,35,0,Good,27,Good,1,Good,35,L0,96.17510411,3.648931131,L0,Good
Thailand,Yala,53,1,Good,35,Good,0,Good,53,L1,129.3384501,-3.214081433,L1,Moderate
Japan,Iwai,78,1,Good,27,Good,17,Good,78,L1,200.8434103,-2.192941138,L1,Moderate
Madagascar,Ifanadiana,73,2,Good,9,Good,1,Good,73,L1,191.3496642,5.061154987,L1,Moderate
United States of America,Falls Church,59,2,Good,41,Good,5,Good,59,L1,156.7416595,4.949304666,L1,Moderate
Iran (Islamic Republic of),Esfahan,151,1,Good,54,Moderate,1,Good,151,L3,366.4107345,4.694273618,L3,Unhealthy
Philippines,Manapla,54,1,Good,22,Good,0,Good,54,L1,133.0809193,8.468283007,L1,Moderate
France,Sallanches,28,1,Good,28,Good,0,Good,25,L0,68.93417981,9.594306309,L0,Good
United States of America,Plano,62,1,Good,22,Good,5,Good,62,L1,160.3321018,7.282429509,L1,Moderate
United States of America,Oakdale,53,1,Good,24,Good,9,Good,53,L1,147.0927083,8.522499268,L1,Moderate
Poland,Biskupiec,38,1,Good,38,Good,0,Good,21,L0,87.72171434,-2.383974452,L0,Good
Thailand,Khlong Luang,73,1,Good,,Good,2,Good,73,L1,204.3754806,2.408056067,L1,Moderate
Poland,Kutno,34,1,Good,34,Good,1,Good,27,L0,103.3399819,11.63026049,L0,Good
Chile,Tocopilla,25,1,Good,6,Good,14,Good,25,L0,77.80919338,4.717482564,L0,Good
India,Kanth,175,4,Good,175,Unhealthy,1,Good,157,L3,439.7745528,13.11840975,L3,Unhealthy
United States of America,Bexley,42,1,Good,42,Good,1,Good,42,L0,97.18509027,13.9460499,L0,Good
Germany,Gengenbach,69,1,Good,57,Moderate,0,Good,69,L1,166.596078,-1.841281704,L1,Moderate
United States of America,Chickasha,65,1,Good,,Good,2,Good,65,L1,169.5069869,1.956162273,L1,Moderate
Belgium,Zonnebeke,40,1,,38,Good,2,Good,40,L0,110.3821161,6.147271199,L0,Good
Italy,Bronte,56,1,Good,46,Good,0,Good,56,L1,153.712973,4.118449777,L1,Moderate
Ecuador,Yaguachi,64,1,Good,17,Good,1003.063334,Good,64,L1,179.809924,2.241786375,L1,Moderate
China,Shenjiamen,79,1,Good,44,Good,1,Good,79,L1,225.270865,6.264621515,L1,Moderate
Pakistan,Larkana,159,1,Good,48,Good,0,Good,159,L3,383.5796643,5.935927353,L3,Unhealthy
Pakistan,Talhar,152,1,Good,39,Good,0,Good,152,L3,388.4166023,18.86896641,L3,Unhealthy
United States of America,Bridgeport,54,1,Good,39,Good,7,Good,54,L1,145.1613497,12.79928412,L1,Moderate
India,Bhadreswar,172,5,Good,106,Unhealthy for Sensitive Groups,6,Good,172,L3,441.8206949,13.29594261,L3,Unhealthy
Mexico,Papalotla,190,1,Good,,Good,3,Good,190,L3,484.3450265,-0.101992892,L3,Unhealthy
Romania,Dragasani,49,1,Good,49,Good,0,Good,43,L0,156.7727009,-1.367427336,L0,Good
Spain,Bilbao,40,1,Good,40,Good,0,Good,18,L0,97.26723915,-2.259711131,L0,Good
Nigeria,Yola,71,2,Good,35,Good,0,Good,71,L1,209.4804046,0.136805827,L1,Moderate
Slovakia,Puchov,74,1,Good,47,Good,0,Good,74,L1,189.6278214,6.351957227,L1,Moderate
Russian Federation,Cherdakly,51,1,Good,,Good,0,Good,51,L1,127.9482822,-0.853086599,L1,Moderate
Netherlands,Loon Op Zand,32,0,Good,27,Good,3,Good,32,L0,80.84712086,5.631319688,L0,Good
Democratic Republic of the Congo,Moba,30,0,,30,Good,0,Good,27,L0,78.9302853,3.546617494,L0,Good
United States of America,Pawtucket,42,1,Good,34,Good,4,Good,42,L0,107.4995349,3.259173767,L0,Good
United Kingdom of Great Britain and Northern Ireland,Cumbernauld,27,1,,22,Good,6,Good,27,L0,65.08428741,5.805483757,L0,Good
China,Lichuan,76,2,Good,,Moderate,0,Good,76,L1,174.4684549,-4.776583847,L1,Moderate
United States of America,River Ridge,75,1,Good,19,Good,8,Good,75,L1,190.6544856,10.17963976,L1,Moderate
India,Ranapur,152,1,Good,35,Good,0,Good,152,L3,388.6716541,4.652282112,L3,Unhealthy
India,Hoskote,84,2,Good,19,Good,1003.063334,Good,84,L1,217.7331964,-1.420275035,L1,Moderate
Libya,Ajdabiya,183,1,Good,41,Good,0,Good,183,L3,458.9634745,2.115754513,L3,Unhealthy
Nicaragua,Masatepe,43,1,Good,18,Good,1,Good,43,L0,114.55527,17.62451572,L0,Good
Japan,Tateyama,44,1,Good,44,Good,1,Good,43,L0,113.6148776,2.978395315,L0,Good
Canada,Grosse Ile,66,1,Good,34,Good,3,Good,66,L1,161.1074784,4.597428821,L1,Moderate
Brazil,Santos Dumont,39,0,Good,22,Good,0,Good,39,L0,101.5636381,3.580390961,L0,Good
Cuba,Encrucijada,35,1,Good,35,Good,0,Good,29,L0,74.56078887,1.046941868,L0,Good
Thailand,Bang Racham,80,2,Good,17,Good,4,Good,80,L1,198.084386,8.691983279,L1,Moderate
Bulgaria,Karnobat,41,1,Good,41,Good,0,Good,23,L0,95.71427215,8.040814366,L0,Good
Philippines,Santa Ana,150,2,Good,25,Good,8,Good,150,L3,375.2144573,12.79514094,L3,Unhealthy
Cameroon,Guider,76,3,Good,8,Good,1,Good,76,L1,205.0629281,3.831002669,L1,Moderate
Cuba,Esperanza,55,1,Good,18,Good,3,Good,55,L1,143.2788573,3.626588705,L1,Moderate
China,Altay,53,0,Good,,Good,0,Good,53,L1,150.7805689,3.87644004,L1,Moderate
Poland,Walbrzych,53,1,Good,41,Good,0,Good,53,L1,127.3115753,12.8319584,L1,Moderate
United States of America,Rockwall,133,1,Good,20,Good,3,Good,133,L2,338.3189668,-2.004614434,L2,Unhealthy for Sensitive Groups
Indonesia,Sunggal,76,2,Good,41,Good,0,Good,76,L1,206.0393355,6.764708861,L1,Moderate
Germany,Altenstadt,51,1,Good,26,Good,3,Good,51,L1,120.9800245,5.519221139,L1,Moderate
Netherlands,Woudrichem,34,0,Good,33,Good,2,Good,34,L0,103.2662164,3.652639795,L0,Good
India,Babra,129,1,,32,Good,1003.063334,Good,129,L2,334.6806204,0.625818242,L2,Unhealthy for Sensitive Groups
Mexico,El Pueblito,66,1,Good,10,Good,5,Good,66,L1,169.4976189,2.445246633,L1,Moderate
Brazil,Descalvado,60,1,Good,27,Good,0,Good,60,L1,155.2521087,12.66046375,L1,Moderate
United States of America,Palmetto Estates,63,1,Good,19,Good,1003.063334,Good,63,L1,149.3027134,5.489726101,L1,Moderate
Italy,Formigine,63,1,Good,30,Good,5,Good,63,L1,154.8581321,-7.711068398,L1,Moderate
United Republic of Tanzania,Mbinga,21,0,,20,Good,1003.063334,Good,21,L0,54.66920926,5.139573463,L0,Good
Spain,Siero,42,1,Good,30,Good,4,Good,42,L0,97.0719071,6.591183708,L0,Good
China,Yanji,69,2,Good,48,Good,0,Good,69,L1,180.0049285,1.876675488,L1,Moderate
United States of America,Benton Harbor,60,1,Good,32,Good,2,Good,60,L1,149.7036989,1.402155363,L1,Moderate
Switzerland,Montreux,54,1,Good,27,Good,2,Good,54,L1,120.8141058,-2.041872279,L1,Moderate
Kuwait,Bayan,161,3,Good,124,Unhealthy for Sensitive Groups,18,Good,161,L3,407.9573913,3.787311971,L3,Unhealthy
Australia,Singleton,31,0,Good,,Good,13,Good,31,L0,87.46199187,11.12862274,L0,Good
Ecuador,Alfredo Baquerizo Moreno,54,1,Good,12,Good,6,Good,54,L1,144.2182729,15.56802616,L1,Moderate
United States of America,Fort Madison,60,1,Good,45,Good,1,Good,60,L1,156.601349,9.163556526,L1,Moderate
France,Chambery,52,1,Good,,Good,3,Good,52,L1,129.2069469,1.788438294,L1,Moderate
Poland,Mielec,61,1,Good,27,Good,2,Good,61,L1,178.383747,3.186731639,L1,Moderate
Czechia,Prerov,36,1,Good,30,Good,1,Good,36,L0,108.6638941,-1.897286223,L0,Good
India,Aizawl,32,1,Good,32,Good,0,Good,13,L0,96.88913371,5.129160849,L0,Good
Italy,Macerata,76,1,Good,59,Moderate,0,Good,76,L1,193.5591244,8.568751297,L1,Moderate
Guatemala,Cuilapa,86,2,Good,4,Good,8,Good,86,L1,214.9824224,-3.323872846,L1,Moderate
Italy,Faenza,62,1,Good,47,Good,2,Good,62,L1,154.5571171,2.973361403,L1,Moderate
Zimbabwe,Rusape,17,1,Good,17,Good,0,Good,12,L0,49.32914564,6.42043667,L0,Good
Venezuela (Bolivarian Republic of),Maiquetia,92,1,Good,16,Good,6,Good,92,L1,225.2717211,1.940071205,L1,Moderate
Brazil,Cacapava Do Sul,21,1,Good,17,Good,0,Good,21,L0,68.42055411,11.5588996,L0,Good
France,Le Mans,30,1,Good,30,Good,2,Good,24,L0,91.3052662,2.648786643,L0,Good
Russian Federation,Petrovsk Zabaykalskiy,32,1,Good,31,Good,0,Good,32,L0,91.77840098,-2.502429966,L0,Good
India,Charkhari,161,3,Good,159,Unhealthy,0,Good,161,L3,409.5613538,4.485215393,L3,Unhealthy
Germany,Magdeburg,42,1,Good,36,Good,1,Good,42,L0,103.4050456,-1.623451824,L0,Good
Nigeria,Gombe,60,3,Good,24,Good,0,Good,60,L1,142.6429698,8.623172103,L1,Moderate
Mexico,Salvatierra,57,1,Good,31,Good,1,Good,57,L1,135.0664126,2.442886444,L1,Moderate
Mexico,Cheran,58,1,Good,11,Good,4,Good,58,L1,141.9663957,3.136381203,L1,Moderate
Nepal,Dharan,101,3,Good,33,Good,2,Good,101,L2,242.0688177,12.21294107,L2,Unhealthy for Sensitive Groups
Canada,Sarnia,37,1,Good,33,Good,5,Good,37,L0,99.61283692,-1.273303435,L0,Good
Colombia,Santa Marta,75,1,Good,13,Good,0,Good,75,L1,186.3460767,13.06053509,L1,Moderate
Myanmar,Pyinmana,25,0,Good,22,Good,0,Good,25,L0,59.74955037,5.986312192,L0,Good
,Sitangkai,36,1,Good,14,Good,0,Good,36,L0,99.07418035,4.651493415,L0,Good
Mexico,Yecapixtla,154,4,Good,0,Good,14,Good,154,L3,390.8129143,14.60435389,L3,Unhealthy
Democratic Republic of the Congo,Kaniama,266,12,Good,43,Good,13,Good,266,L4,675.3565405,18.39148332,L4,Very Unhealthy
Pakistan,Phalia,170,5,Good,,Good,12,Good,170,L3,414.6777821,4.200601245,L3,Unhealthy
Ukraine,Bolhrad,36,1,Good,36,Good,0,Good,24,L0,102.0692899,8.532788747,L0,Good
,Sorrento,61,1,Good,45,Good,3,Good,61,L1,162.6059267,1.078411642,L1,Moderate
United States of America,Vermillion,44,1,Good,34,Good,3,Good,44,L0,126.7663755,5.458972444,L0,Good
Japan,Shijonawate,31,1,Good,31,Good,3,Good,27,L0,82.77999545,-2.68149485,L0,Good
