,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions
8697,India,Kariapatti,90,Moderate,2,Good,19,Good,5,Good,90,L1,215.9992877,10.40979331,L1
8698,India,Karkal,66,Moderate,1,Good,17,Good,2,Good,66,L1,168.9618752,3.82912029,L1
8699,China,Kashi,91,Moderate,1,Good,38,Good,1,Good,91,L1,220.6953951,3.163229549,L1
8700,Japan,Kashiwa,74,Moderate,1,Good,29,Good,15,Good,74,L1,205.920249,8.892279783,L1
8701,Russian Federation,Kasli,39,Good,1,Good,39,Good,1,Good,11,L0,96.62262031,6.803261859,L0
8702,Greece,Kastoria,109,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,109,L2,263.0679921,0.12214777,L2
8703,Côte d'Ivoire,Katiola,33,Good,1,Good,22,Good,0,Good,33,L0,93.88186999,-1.935776887,L0
8704,India,Kattivakkam,132,Unhealthy for Sensitive Groups,3,Good,35,Good,7,Good,132,L2,352.4431111,3.281501124,L2
8705,India,Kaveripattinam,87,Moderate,2,Good,29,Good,4,Good,87,L1,229.1359787,5.353901249,L1
8706,India,Kawardha,157,Unhealthy,3,Good,43,Good,5,Good,157,L3,399.5479788,1.169731124,L3
8707,Russian Federation,Kem,34,Good,1,,34,Good,0,Good,12,L0,94.09140923,4.253765236,L0
8708,United States of America,Kerman,35,Good,1,Good,32,Good,2,Good,35,L0,106.6484066,3.154008451,L0
8709,Japan,Kesennuma,47,Good,1,Good,,Good,4,Good,47,L0,113.7580073,-8.912595162,L0
8710,Indonesia,Ketanggungan,161,Unhealthy,7,Good,,Good,16,Good,161,L3,406.381529,7.569124069,L3
8711,Finland,Keuruu,34,Good,1,Good,34,Good,0,Good,2,L0,85.47309851,-10.62875122,L0
8712,United States of America,Beech Grove,60,Moderate,2,Good,31,Good,11,Good,60,L1,143.3213469,3.880484695,L1
8713,China,Beidao,75,Moderate,2,Good,74,Moderate,0,Good,75,L1,189.2162474,10.97006823,L1
8714,Brazil,Bela Vista,23,Good,1,Good,10,Good,0,Good,23,L0,73.57721096,-5.653289777,L0
8715,Argentina,Bell Ville,20,Good,1,Good,11,Good,0,Good,20,L0,60.66602148,-2.811434099,L0
8716,Egypt,Benha,80,Moderate,2,Good,78,Moderate,1003.063334,Good,80,L1,211.443105,4.781310664,L1
8717,France,Berck,34,Good,1,Good,30,Good,3,Good,34,L0,91.46475612,-1.518765144,L0
8718,Hungary,Berettyoujfalu,66,Moderate,1,Good,40,Good,1,Good,66,L1,175.2332378,-1.543363835,L1
8719,India,Beypur,74,Moderate,0,Good,24,Good,0,Good,74,L1,181.9940966,4.707970531,L1
8720,India,Bhatpara,174,Unhealthy,6,Good,117,Unhealthy for Sensitive Groups,6,Good,174,L3,436.9049011,10.32552278,L3
8721,India,Bhindar,194,Unhealthy,1,Good,34,Good,0,Good,194,L3,491.9200424,-3.633624437,L3
8722,Ukraine,Bila Tserkva,37,Good,1,Good,37,Good,1,Good,16,L0,100.2751586,-6.63857945,L0
8723,Tunisia,Bin Qirdan,167,Unhealthy,1,Good,40,Good,2,Good,167,L3,425.7018785,14.84203885,L3
8724,Nigeria,Biu,53,Moderate,2,Good,21,Good,0,Good,53,L1,136.1166472,11.24154527,L1
8725,Germany,Blaubeuren,50,Good,1,Good,24,Good,5,Good,50,L0,126.225766,1.54183327,L0
8726,United States of America,Blue Springs,54,Moderate,1,Good,,Good,1003.063334,Good,54,L1,171.5777128,4.239290058,L1
8727,Brazil,Boa Vista,15,Good,0,Good,10,Good,0,Good,15,L0,51.56787273,-0.44265531,L0
8728,United Kingdom of Great Britain and Northern Ireland,Bodmin,49,Good,1,Good,20,Good,8,Good,49,L0,131.6314748,6.352283654,L0
8729,Guinea,Boke,151,Unhealthy,1,Good,23,Good,0,Good,151,L3,380.167915,-0.471071839,L3
8730,Brazil,Bom Jesus Da Lapa,16,Good,0,Good,9,Good,1,Good,16,L0,40.48781173,-0.715866082,L0
8731,United States of America,Boulder City,47,Good,1,Good,13,Good,11,Good,47,L0,121.1919941,6.077004201,L0
8732,United States of America,Bowie,50,Good,1,Good,42,Good,5,Good,50,L0,132.9282884,11.06929552,L0
8733,Brazil,Braco Do Norte,68,Moderate,1,Good,21,Good,2,Good,68,L1,156.1956446,7.507075473,L1
8734,Brazil,Brejo,45,Good,1,Good,9,Good,1,Good,45,L0,101.806104,9.969569388,L0
8735,India,Chirala,71,Moderate,1,,29,Good,0,Good,71,L1,176.1311761,2.237913312,L1
8736,Tajikistan,Chkalovsk,111,Unhealthy for Sensitive Groups,1,Good,44,Good,0,Good,111,L2,284.5713944,0.684947963,L2
8737,Honduras,Choloma,78,Moderate,1,Good,11,Good,2,Good,78,L1,197.6072685,-5.891905695,L1
8738,Czechia,Chrudim,82,Moderate,1,Good,43,Good,1,Good,82,L1,224.7812123,4.160991787,L1
8739,Ukraine,Chyhyryn,37,Good,1,Good,37,Good,1,Good,29,L0,82.67603213,5.695235157,L0
8740,Brazil,Cobija,30,Good,1,Good,2,Good,0,Good,30,L0,72.4865453,2.299973021,L0
8741,United States of America,Colleyville,135,Unhealthy for Sensitive Groups,1,Good,22,Good,3,Good,135,L2,357.7009174,-0.08350663,L2
8742,Belgium,Courcelles,57,Moderate,1,Good,25,Good,5,Good,57,L1,148.8111932,10.0170172,L1
8743,Italy,Cremona,106,Unhealthy for Sensitive Groups,2,Good,32,Good,7,Good,106,L2,278.8484258,8.759021386,L2
8744,Mexico,Cuautlancingo,122,Unhealthy for Sensitive Groups,2,Good,12,Good,7,Good,122,L2,330.5124694,12.16412725,L2
8745,Germany,Dachau,50,Good,1,Good,42,Good,2,Good,50,L0,123.0619558,-0.967895475,L0
8746,Philippines,Daet,41,Good,1,Good,27,Good,0,Good,41,L0,106.5068566,0.258829367,L0
8747,Philippines,Dagupan,53,Moderate,0,,24,Good,1,Good,53,L1,134.775731,8.015886216,L1
8748,Niger,Dakoro,40,Good,2,Good,26,Good,1,Good,40,L0,85.45406996,5.363264601,L0
8749,Brazil,Canto Do Buriti,14,Good,0,Good,14,Good,0,Good,14,L0,36.89603196,-0.845520558,L0
8750,Brazil,Caravelas,25,Good,1,Good,25,Good,0,Good,24,L0,76.31062187,1.302424881,L0
8751,Central African Republic,Carnot,66,Moderate,3,Good,14,Good,0,Good,66,L1,175.4058954,7.344597369,L1
8752,France,Carros,111,Unhealthy for Sensitive Groups,2,Good,19,Good,7,Good,111,L2,288.6908317,10.61475908,L2
8753,Brazil,Catanduva,37,Good,1,Good,12,Good,1,Good,37,L0,93.74491019,2.99743574,L0
8754,Italy,Ceccano,38,Good,1,Good,38,Good,3,Good,31,L0,93.43902764,7.752664151,L0
8755,Brazil,Cedro,27,Good,0,Good,13,Good,1,Good,27,L0,85.19255672,4.336888884,L0
8756,Romania,Cernavoda,37,Good,1,Good,37,Good,0,Good,30,L0,92.52682854,-0.591695201,L0
8757,United States of America,Chalmette,84,Moderate,1,Good,,Good,4,Good,84,L1,217.9408204,-0.59564684,L1
8758,Pakistan,Chaman,134,Unhealthy for Sensitive Groups,0,Good,44,Good,0,Good,134,L2,341.6333468,-0.25133296,L2
8759,Mexico,Champoton,57,Moderate,1,Good,23,Good,0,Good,57,L1,162.1171702,-2.884188273,L1
8760,China,Changtu,91,Moderate,3,Good,91,Moderate,2,Good,84,L1,242.2141236,4.829305721,L1
8761,China,Chaochou,91,Moderate,2,Good,,Moderate,2,Good,67,L1,219.5474138,13.16716708,L1
8762,United States of America,Charlotte,61,Moderate,2,Good,47,Good,6,Good,61,L1,145.6244683,5.443048321,L1
8763,France,Chatenay Malabry,67,Moderate,1,Good,23,Good,5,Good,67,L1,178.2890982,-0.03226333,L1
8764,Mauritius,Chemin Grenier,27,Good,0,Good,,Good,0,Good,27,L0,71.85662353,11.57872326,L0
8765,Russian Federation,Cherdakly,51,Moderate,1,Good,,Good,0,Good,51,L1,127.9482822,-0.853086599,L1
8766,Mexico,Chignahuapan,173,Unhealthy,2,Good,,Good,1003.063334,Good,173,L3,447.6562788,0.790585166,L3
8767,Nicaragua,Chinandega,143,Unhealthy for Sensitive Groups,1,Good,17,Good,4,Good,143,L2,364.3745938,9.947428409,L2
8768,India,Chintamani,62,Moderate,0,Good,22,Good,0,Good,62,L1,160.5245739,5.306590298,L1
8769,Romania,Cisnadie,38,Good,1,Good,,Good,0,Good,35,L0,107.7982864,3.149705737,L0
8770,Guatemala,Ciudad Vieja,129,Unhealthy for Sensitive Groups,3,Good,2,Good,12,Good,129,L2,323.7489101,11.5595445,L2
8771,Philippines,Buanoy,68,Moderate,1,Good,20,Good,0,Good,68,L1,190.6851899,5.303000006,L1
8772,Russian Federation,Bugulma,45,Good,1,Good,27,Good,0,Good,45,L0,109.6195238,-2.130962079,L0
8773,,Bunbury,31,Good,0,Good,31,Good,0,Good,16,L0,89.06929066,-9.987923535,L0
8774,United States of America,Burke,40,Good,1,Good,38,Good,6,Good,40,L0,119.3383284,0.963274241,L0
8775,Venezuela (Bolivarian Republic of),Cabudare,54,Moderate,1,Good,14,Good,3,Good,54,L1,126.2270451,9.224624179,L1
8776,Slovakia,Cadca,77,Moderate,1,Good,42,Good,1,Good,77,L1,194.0666482,1.657649558,L1
8777,Mexico,Calkini,47,Good,1,Good,,Good,0,Good,47,L0,133.9220739,6.100485992,L0
8778,Brazil,Campo Largo,71,Moderate,1,Good,,Good,2,Good,71,L1,194.0724455,4.722427242,L1
8779,Cuba,Bahia Honda,69,Moderate,1,Good,30,Good,2,Good,69,L1,175.785044,-4.667501473,L1
8780,Germany,Baiersbronn,62,Moderate,1,Good,37,Good,1,Good,62,L1,152.6532891,1.768021531,L1
8781,China,Baiquan,39,Good,2,,39,Good,0,Good,29,L0,112.0593582,7.394396652,L0
8782,India,Bakewar,172,Unhealthy,4,Good,172,Unhealthy,1,Good,171,L3,446.835491,5.264268722,L3
8783,Côte d'Ivoire,Bangolo,46,Good,1,Good,14,Good,0,Good,46,L0,108.3533665,1.987309215,L0
8784,Bosnia and Herzegovina,Banja Luka,54,Moderate,1,,32,Good,1003.063334,Good,54,L1,127.9608635,5.75873546,L1
8785,Myanmar,Banmo,19,Good,1,Good,18,Good,0,Good,19,L0,54.75256682,4.163149996,L0
8786,India,Bannur,26,Good,1,Good,,Good,0,Good,26,L0,76.29360633,9.034548705,L0
8787,Poland,Barlinek,50,Good,1,Good,35,Good,1,Good,50,L0,127.0093091,5.718354566,L0
8788,Israel,Beit Jann,100,Unhealthy for Sensitive Groups,3,Good,60,Moderate,7,Good,100,L2,261.7929382,2.620750008,L2
8789,United States of America,Bethesda,55,Moderate,2,Good,25,Good,12,Good,55,L1,135.3986339,3.21226643,L1
8790,Germany,Beverungen,59,Moderate,1,Good,,Good,5,Good,59,L1,131.353064,3.901481421,L1
8791,India,Bhanpura,171,Unhealthy,1,Good,37,Good,0,Good,171,L3,428.2609893,10.49207538,L3
8792,China,Bianzhuang,193,Unhealthy,4,Good,193,Unhealthy,2,Good,164,L3,488.1323215,6.832371849,L3
8793,Peru,Picsi,35,Good,0,Good,19,Good,1,Good,35,L0,89.7416004,-6.662844012,L0
8794,Brazil,Pindamonhangaba,57,Moderate,2,Good,,Good,4,Good,57,L1,135.9139674,7.802834517,L1
8795,India,Pipraich,274,Very Unhealthy,4,Good,168,Unhealthy,1,Good,274,L4,671.8435102,5.422008758,L4
8796,Mexico,Platon Sanchez,80,Moderate,3,Good,13,Good,7,Good,80,L1,199.859112,0.973493402,L1
8797,Russian Federation,Plesetsk,32,Good,1,Good,32,Good,0,Good,8,L0,93.97655772,3.894015064,L0
8798,Portugal,Pombal,34,Good,0,Good,27,Good,1,Good,34,L0,102.5619744,6.864338209,L0
8799,United States of America,Port Angeles,29,Good,1,Good,,Good,1,Good,16,L0,89.37713384,0.930597302,L0
8800,United Kingdom of Great Britain and Northern Ireland,Potters Bar,28,Good,0,Good,27,Good,2,Good,28,L0,66.84090465,4.482869436,L0
8801,Belgium,Wervik,38,Good,1,Good,23,Good,3,Good,38,L0,88.46293676,7.209568315,L0
8802,Germany,Wesel,33,Good,1,Good,33,Good,2,Good,30,L0,92.46634615,7.758982468,L0
8803,United States of America,West Little River,90,Moderate,2,,8,Good,15,Good,90,L1,236.3510001,1.938638452,L1
8804,United States of America,West Melbourne,40,Good,1,Good,18,Good,7,Good,40,L0,109.0016961,-1.80541029,L0
8805,,Wexford,68,Moderate,0,Good,,Good,0,Good,68,L1,154.8593673,-2.923765525,L1
8806,United States of America,Wheeling,53,Moderate,2,Good,29,Good,11,Good,53,L1,128.8311542,9.554873361,L1
8807,Thailand,Wichian Buri,41,Good,0,Good,,Good,0,Good,41,L0,107.2031121,5.336965773,L0
8808,Germany,Willich,33,Good,1,Good,33,Good,2,Good,32,L0,92.37218195,-0.985753004,L0
8809,United States of America,Wilson,62,Moderate,1,Good,36,Good,3,Good,62,L1,167.6730736,14.46322013,L1
8810,United Kingdom of Great Britain and Northern Ireland,Wishaw,59,Moderate,0,Good,31,Good,0,Good,59,L1,153.9425352,-3.381819833,L1
8811,United States of America,Woburn,49,Good,1,Good,46,Good,3,Good,49,L0,130.8078381,8.797320424,L0
8812,United States of America,Worcester,46,Good,1,Good,46,Good,2,Good,35,L0,120.8486546,11.3983272,L0
8813,China,Xinglongshan,97,Moderate,3,Good,49,Good,4,Good,97,L1,254.3561937,7.94878803,L1
8814,South Sudan,Yambio,60,Moderate,1,Good,6,Good,0,Good,60,L1,158.1286565,-0.048619218,L1
8815,Myanmar,Yamethin,25,Good,0,Good,25,Good,0,Good,23,L0,68.1573766,-1.739390137,L0
8816,Japan,Yatsushiro,69,Moderate,3,Good,26,Good,6,Good,69,L1,174.816312,6.089548998,L1
8817,Mexico,Yecapixtla,154,Unhealthy,4,Good,0,Good,14,Good,154,L3,390.8129143,14.60435389,L3
8818,France,Yerres,50,Good,1,Good,,Good,1003.063334,Good,50,L0,134.8459138,-2.199379063,L0
8819,Indonesia,Yogyakarta,54,Moderate,1,Good,,Good,0,Good,54,L1,142.6747539,-5.393830162,L1
8820,Honduras,Yoro,16,Good,1,Good,13,Good,1,Good,16,L0,48.80826418,5.610274953,L0
8821,Turkey,Yuksekova,79,Moderate,1,Good,,Good,0,Good,79,L1,215.9272186,6.708063756,L1
8822,Russian Federation,Yuryev Polskiy,30,Good,1,Good,30,Good,0,Good,23,L0,82.65163923,13.63984723,L0
8823,Spain,Zafra,35,Good,1,Good,28,Good,2,Good,35,L0,86.0100148,-3.111594876,L0
8824,Argentina,Zarate,24,Good,0,,14,Good,3,Good,24,L0,73.83606786,1.32596694,L0
8825,Netherlands,Zijpe,36,Good,1,Good,27,Good,4,Good,36,L0,81.33801662,9.609187161,L0
8826,India,Ziro,24,Good,1,Good,22,Good,0,Good,24,L0,54.18586619,4.404310838,L0
8827,Azerbaijan,Neftcala,62,Moderate,1,Good,38,Good,0,Good,62,L1,163.3584726,2.822804055,L1
8828,Sri Lanka,Negombo,57,Moderate,0,,27,Good,0,Good,57,L1,152.6639667,5.949527485,L1
8829,Republic of North Macedonia,Negotino,59,Moderate,1,Good,45,Good,0,Good,59,L1,140.0494878,0.803055179,L1
8830,Germany,Niederzier,33,Good,1,Good,,Good,2,Good,33,L0,83.67182519,8.05705421,L0
8831,Russian Federation,Nikolayevka,45,Good,1,Good,45,Good,1,Good,39,L0,111.4391617,-2.467815961,L0
8832,India,Niwari,500,Hazardous,1,Good,46,Good,2,Good,492,L5,1250.133237,-3.797158516,L5
8833,Russian Federation,Nizhnyaya Salda,29,Good,1,Good,29,Good,0,Good,28,L0,86.93597776,2.432059905,L0
8834,United States of America,Lamont,43,Good,2,Good,23,Good,11,Good,43,L0,119.5650546,-7.216448934,L0
8835,Chile,Lampa,358,Hazardous,28,Good,0,Good,36,Good,358,L5,899.8087782,52.82349818,L5
8836,Italy,Lana,30,Good,0,Good,30,Good,0,Good,10,L0,74.54038073,-6.662806714,L0
8837,,Lapu Lapu,69,Moderate,1,Good,22,Good,0,Good,69,L1,164.0035033,5.212102603,L1
8838,Spain,Las Torres De Cotillas,31,Good,1,Good,31,Good,2,Good,31,L0,96.70184939,4.727297191,L0
8839,Poland,Lask,42,Good,1,,30,Good,2,Good,42,L0,115.921139,3.460188069,L0
8840,Finland,Laukaa,33,Good,1,Good,33,Good,2,Good,32,L0,80.43330896,5.982043338,L0
8841,France,Le Pontet,38,Good,1,Good,33,Good,0,Good,38,L0,107.195995,4.820987343,L0
8842,Netherlands,Leiderdorp,40,Good,1,Good,27,Good,5,Good,40,L0,104.2977638,2.334996983,L0
8843,United States of America,Lemoore,45,Good,2,Good,,Good,11,Good,45,L0,114.628905,14.7550349,L0
8844,Germany,Leopoldshohe,32,Good,1,Good,32,Good,3,Good,29,L0,89.35211528,5.766553468,L0
8845,France,Les Ponts De Ce,27,Good,0,,,Good,1,Good,17,L0,65.0850175,5.859540437,L0
8846,Sweden,Lidkoping,37,Good,0,Good,37,Good,1003.063334,Good,24,L0,94.0624348,7.36539872,L0
8847,Peru,Lima,110,Unhealthy for Sensitive Groups,4,,16,Good,9,Good,110,L2,281.2146106,12.5407469,L2
8848,Germany,Lindau,32,Good,1,Good,31,Good,1,Good,32,L0,80.00548807,14.11416459,L0
8849,Spain,Llanes,32,Good,0,Good,32,Good,0,Good,21,L0,91.6908521,2.830034424,L0
8850,Democratic Republic of the Congo,Lodja,165,Unhealthy,10,,21,Good,4,Good,165,L3,436.190665,19.96519327,L3
8851,Philippines,Loma De Gato,68,Moderate,1,Good,25,Good,1,Good,68,L1,167.4570187,0.552139561,L1
8852,United States of America,Lomita,85,Moderate,3,Good,,Good,30,Good,85,L1,200.848747,6.118630317,L1
8853,Colombia,Lorica,57,Moderate,1,Good,14,Good,2,Good,57,L1,127.4825983,0.143877155,L1
8854,Spain,Los Llanos De Aridane,36,Good,0,Good,,Good,0,Good,14,L0,93.49531859,5.386059565,L0
8855,China,Luocheng,175,Unhealthy,9,,83,Moderate,25,Good,175,L3,435.8683541,13.63841876,L3
8856,United States of America,Lynchburg,65,Moderate,1,Good,29,Good,4,Good,65,L1,169.578605,4.168960849,L1
8857,India,Jaypur,157,Unhealthy,1,Good,44,Good,0,Good,157,L3,398.8259767,6.597734672,L3
8858,Latvia,Jelgava,48,Good,1,Good,36,Good,0,Good,48,L0,108.9678315,4.551619433,L0
8859,India,Jhalida,182,Unhealthy,1,Good,70,Moderate,1,Good,182,L3,441.8511617,-0.679574378,L3
8860,China,Jiaonan,106,Unhealthy for Sensitive Groups,3,,98,Moderate,4,Good,106,L2,272.9593324,10.89472457,L2
8861,China,Jiaozhou,120,Unhealthy for Sensitive Groups,2,Good,120,Unhealthy for Sensitive Groups,3,Good,86,L1,306.3542883,5.173301457,L1
8862,Czechia,Jihlava,30,Good,1,Good,,Good,1,Good,29,L0,75.74182002,-10.56356108,L0
8863,France,Joue Les Tours,37,Good,1,Good,,Good,1003.063334,Good,37,L0,80.92856415,-1.116758453,L0
8864,China,Juifang,60,Moderate,1,Good,48,Good,2,Good,60,L1,159.7139126,10.80566118,L1
8865,Peru,Juliaca,18,Good,0,,3,Good,2,Good,18,L0,62.71899545,9.421609208,L0
8866,Japan,Kaga,42,Good,1,Good,42,Good,1,Good,25,L0,112.7798244,6.43055605,L0
8867,Germany,Kaiserslautern,33,Good,1,Good,33,Good,2,Good,28,L0,79.02526109,7.720344885,L0
8868,China,Kaiyuan,52,Moderate,1,Good,18,Good,3,Good,52,L1,135.4455217,-0.091469906,L1
8869,Ukraine,Kakhovka,45,Good,1,Good,40,Good,0,Good,45,L0,103.8388592,2.499277906,L0
8870,India,Kakori,435,Hazardous,1,Good,49,Good,1,Good,329,L5,1103.079607,9.976833002,L5
8871,Pakistan,Kalaswala,221,Very Unhealthy,3,Good,183,Unhealthy,1,Good,221,L4,558.3184433,9.529576213,L4
8872,Denmark,Kalundborg,39,Good,0,Good,38,Good,1,Good,39,L0,84.81843088,2.324741919,L0
8873,Poland,Kamienna Gora,30,Good,0,Good,,Good,1,Good,30,L0,76.9932564,1.065957286,L0
8874,United States of America,Mokena,74,Moderate,2,Good,,Good,26,Good,74,L1,194.6330151,11.47236001,L1
8875,Italy,Monserrato,67,Moderate,1,Good,40,Good,1,Good,67,L1,169.1695238,9.410160768,L1
8876,Portugal,Montemor O Novo,35,Good,0,Good,28,Good,1,Good,35,L0,89.74104279,5.248358754,L0
8877,Bolivia (Plurinational State of),Montero,27,Good,0,Good,20,Good,0,Good,27,L0,60.25597793,2.33137533,L0
8878,Italy,Montevarchi,39,Good,1,Good,39,Good,1,Good,18,L0,108.1654099,2.016217571,L0
8879,Italy,Montichiari,64,Moderate,1,Good,31,Good,4,Good,64,L1,158.515308,7.265068598,L1
8880,France,Montivilliers,42,Good,1,,24,Good,4,Good,42,L0,88.43554623,-1.709549225,L0
8881,Cameroon,Mora,50,Good,2,Good,24,Good,0,Good,50,L0,126.2874263,1.127150762,L0
8882,Chile,San Felipe,176,Unhealthy,14,Good,2,Good,20,Good,176,L3,454.8114972,19.9445432,L3
8883,Bolivia (Plurinational State of),San Ignacio,43,Good,0,Good,13,Good,0,Good,43,L0,108.6307055,8.17614889,L0
8884,Paraguay,San Lorenzo,59,Moderate,1,Good,13,Good,2,Good,59,L1,169.8798499,0.196666879,L1
8885,India,Sankheda,155,Unhealthy,1,Good,33,Good,0,Good,155,L3,396.7896795,5.820038934,L3
8886,Spain,Santa Lucia,37,Good,0,Good,37,Good,0,Good,16,L0,100.8875816,1.372212396,L0
8887,United States of America,Santee,70,Moderate,2,Good,,Good,26,Good,70,L1,178.7160173,20.08769495,L1
8888,Brazil,Santo Antonio De Posse,80,Moderate,2,Good,3,Good,8,Good,80,L1,204.3171379,7.80952727,L1
8889,Brazil,Sao Joao Dos Patos,20,Good,0,Good,,Good,0,Good,20,L0,52.36576365,-7.310703796,L0
8890,India,Sarkhej,159,Unhealthy,1,Good,40,Good,1003.063334,Good,159,L3,399.4773061,9.677178783,L3
8891,Philippines,Sasmuan,66,Moderate,1,Good,24,Good,1,Good,66,L1,175.3086716,1.864245182,L1
8892,United States of America,Sayreville,64,Moderate,1,Good,,Good,5,Good,64,L1,155.6416877,2.79536099,L1
8893,United Kingdom of Great Britain and Northern Ireland,Scarborough,31,Good,0,Good,31,Good,1,Good,24,L0,71.74106171,-1.362561315,L0
8894,Germany,Schongau,32,Good,0,,27,Good,1,Good,32,L0,73.76804949,2.978062593,L0
8895,Germany,Schwabisch Hall,27,Good,1,Good,24,Good,4,Good,27,L0,92.95654548,4.712565688,L0
8896,Germany,Seevetal,35,Good,1,Good,,Good,2,Good,25,L0,97.80342902,0.572614112,L0
8897,Brazil,Senador Guiomard,14,Good,1,Good,4,Good,0,Good,14,L0,43.04492202,1.259277398,L0
8898,Italy,Seregno,33,Good,1,Good,33,Good,2,Good,21,L0,76.9248533,4.306430665,L0
8899,Spain,Sestao,32,Good,0,Good,32,Good,1,Good,21,L0,91.23342301,-9.713657433,L0
8900,Russian Federation,Severnyy,56,Moderate,1,Good,27,Good,1,Good,56,L1,143.8342865,-3.407487353,L1
8901,Turkmenistan,Seydi,163,Unhealthy,1,Good,42,Good,0,Good,163,L3,414.6416894,12.14996048,L3
8902,Iran (Islamic Republic of),Shahrud,59,Moderate,1,Good,44,Good,0,Good,59,L1,142.7337968,5.439104722,L1
8903,Ethiopia,Shambu,43,Good,1,Good,21,Good,0,Good,43,L0,114.1026886,1.175455066,L0
8904,United States of America,Roselle Park,65,Moderate,1,Good,45,Good,5,Good,65,L1,163.2616646,-4.680414158,L1
8905,United States of America,Round Lake Beach,78,Moderate,3,Good,1,Good,27,Good,78,L1,192.3438884,7.118419175,L1
8906,Bolivia (Plurinational State of),Rurrenabaque,29,Good,1,Good,9,Good,0,Good,29,L0,84.84106336,8.725960459,L0
8907,Colombia,Sabana De Torres,61,Moderate,2,Good,8,Good,4,Good,61,L1,142.1229219,18.79603052,L1
8908,Dominican Republic,Sabana Grande De Boya,152,Unhealthy,3,Good,5,Good,16,Good,152,L3,390.6477626,16.86028212,L3
8909,India,Sailana,156,Unhealthy,1,Good,41,Good,0,Good,156,L3,401.8448613,-0.634690101,L3
8910,Canada,Saint John,39,Good,1,,26,Good,3,Good,39,L0,93.70356324,1.321002343,L0
8911,India,Salimpur,276,Very Unhealthy,4,Good,161,Unhealthy,2,Good,276,L4,686.7967154,1.842503849,L4
8912,United States of America,Salt Lake City,39,Good,1,Good,24,Good,7,Good,39,L0,100.2697432,-0.408275333,L0
8913,Indonesia,Sampit,45,Good,1,Good,,Good,0,Good,45,L0,120.3203621,2.735784184,L0
8914,United States of America,Shelton,63,Moderate,1,Good,46,Good,5,Good,63,L1,160.9714501,1.964315017,L1
8915,China,Shuangcheng,83,Moderate,3,Good,79,Moderate,2,Good,83,L1,216.8356246,17.67283653,L1
8916,Hungary,Siklos,52,Moderate,1,Good,29,Good,1,Good,52,L1,152.6297965,-2.776784712,L1
8917,India,Sillod,146,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,146,L2,364.9228323,3.574527754,L2
8918,India,Sinor,153,Unhealthy,0,Good,31,Good,0,Good,153,L3,370.3482003,-8.317298811,L3
8919,Netherlands,Sint Oedenrode,38,Good,1,Good,31,Good,3,Good,38,L0,108.2592358,5.454453902,L0
8920,Poland,Solec Kujawski,33,Good,1,Good,33,Good,1,Good,33,L0,104.3331458,-2.908526703,L0
8921,Burkina Faso,Solenzo,40,Good,1,Good,16,Good,0,Good,40,L0,108.9276836,9.313131542,L0
8922,Thailand,Songkhla,54,Moderate,2,Good,41,Good,0,Good,54,L1,129.1225132,4.144870535,L1
8923,El Salvador,Sonzacate,85,Moderate,3,Good,13,Good,7,Good,85,L1,216.2610764,0.390078659,L1
8924,India,Sorada,160,Unhealthy,1,Good,47,Good,0,Good,160,L3,393.8147652,-6.713508768,L3
8925,United States of America,South Charleston,61,Moderate,1,Good,36,Good,10,Good,61,L1,163.9285549,-1.093187443,L1
8926,Indonesia,Sragen,66,Moderate,1,Good,37,Good,0,Good,66,L1,156.487096,4.996904454,L1
8927,Russian Federation,Staraya Kupavna,45,Good,1,Good,29,Good,4,Good,45,L0,114.4987121,5.907568236,L0
8928,United States of America,Streetsboro,50,Good,1,Good,,Good,8,Good,50,L0,119.9566217,1.307810094,L0
